#query	target	q_length	bitscore	bsr	expect	aln_length	identity	ec	product
N2_1_0	fig|1036172.3.peg.893	323	1106	0.675626145388	1.05e-132	325.0	67.0	5.99.1.2	DNA topoisomerase I (EC 5.99.1.2) [Arcobacter butzleri 7h1h]
N2_1_0	fig|1004149.3.peg.1388	323	870	0.531459987783	5.7e-103	312.0	57.0	5.99.1.2	DNA topoisomerase I (EC 5.99.1.2) [Mesoflavibacter zeaxanthinifaciens S86]
N2_1_0	fig|1046627.3.peg.1557	323	846	0.516799022602	6.02e-100	312.0	55.0	5.99.1.2	DNA topoisomerase I (EC 5.99.1.2) [Bizionia argentinensis JUB59]
N2_1_0	fig|1008457.3.peg.1474	323	835	0.510079413561	1.46e-98	312.0	54.0	5.99.1.2	DNA topoisomerase I (EC 5.99.1.2) [Myroides injenensis M09-0166]
N2_1_0	fig|1042376.3.peg.1634	323	835	0.510079413561	1.46e-98	312.0	54.0	5.99.1.2	DNA topoisomerase I (EC 5.99.1.2) [Flavobacteriaceae bacterium S85]
N2_3_1	fig|102616.3.peg.999	263	685	0.513878469617	1.16e-79	262.0	53.0		Flagellar basal-body rod protein FlgG [Helicobacter pylori N6]
N2_3_1	fig|102618.3.peg.1378	263	685	0.513878469617	1.16e-79	262.0	53.0		Flagellar basal-body rod protein FlgG [Helicobacter pylori NCTC 11638]
N2_3_1	fig|102608.4.peg.1583	263	684	0.513128282071	1.55e-79	262.0	53.0		Flagellar basal-body rod protein FlgG [Helicobacter pylori F32]
N2_3_1	fig|1030145.6.peg.3727	255	640	0.480120030008	5.42e-74	254.0	48.0		Flagellar basal-body rod protein FlgG [Pseudomonas tolaasii PMS117]
N2_3_1	fig|1038923.3.peg.1503	255	637	0.477869467367	1.29e-73	254.0	49.0		Flagellar basal-body rod protein FlgG [Pseudomonas fluorescens Q8r1-96]
N2_3_0	fig|1073573.3.peg.2040	254	889	0.69453125	2.3e-105	253.0	67.0		Flagellar basal-body rod protein FlgF [SAR324 cluster bacterium JCVI-SC AAA005]
N2_2_0	fig|1073573.3.peg.1286	367	836	0.453854505972	1.1e-98	369.0	47.0	2.7.7.42	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42) [SAR324 cluster bacterium JCVI-SC AAA005]
N2_1_1	fig|1073573.3.peg.1225	388	820	0.412474849095	1.14e-96	381.0	45.0		DNA repair protein RecN [SAR324 cluster bacterium JCVI-SC AAA005]
N2_1_1	fig|913329.4.peg.1508	399	1973	0.99245472837	6.13e-242	398.0	99.0		DNA repair protein RecN [SAR324 cluster bacterium SCGC AAA001-C10]
N2_2_0	fig|913329.4.peg.1507	367	1815	0.985342019544	4.95e-222	366.0	98.0	2.7.7.42	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42) [SAR324 cluster bacterium SCGC AAA001-C10]
N2_3_0	fig|913329.4.peg.1600	257	1279	0.99921875	1.68e-154	256.0	99.0		flagellar basal body rod protein [SAR324 cluster bacterium SCGC AAA001-C10]
N2_0_2	fig|913329.4.peg.1634	163	797	0.986386138614	8.98e-94	162.0	98.0		hypothetical protein [SAR324 cluster bacterium SCGC AAA001-C10]
N2_0_3	fig|913329.4.peg.1633	85	391	0.970223325062	1.27e-42	84.0	96.0		hypothetical protein [SAR324 cluster bacterium SCGC AAA001-C10]
N2_3_2	fig|913329.4.peg.1602	67	329	0.982089552239	1.76e-34	66.0	98.0		hypothetical protein [SAR324 cluster bacterium SCGC AAA001-C10]
