#query	target	q_length	bitscore	bsr	expect	aln_length	identity	ec	product
N3_2_1	fig|1046627.3.peg.279	331	1096	0.616422947132	9.03e-136	330.0	58.0		glycosyl transferase, group 2 family protein [Bizionia argentinensis JUB59]
N3_2_1	fig|1004149.3.peg.600	332	1029	0.57874015748	4.82e-127	331.0	54.0		glycosyl transferase, group 2 family protein [Mesoflavibacter zeaxanthinifaciens S86]
N3_3_0	fig|1046627.3.peg.831	251	1028	0.813935075218	6.5e-127	250.0	78.0		Hydrogen peroxide-inducible genes activator [Bizionia argentinensis JUB59]
N3_3_0	fig|1041826.3.peg.157	251	983	0.778305621536	4.72e-121	250.0	74.0		Hydrogen peroxide-inducible genes activator [Flavobacterium columnare ATCC 49512]
N3_0_3	fig|1041826.3.peg.87	207	960	0.861759425494	4.68e-118	206.0	86.0	4.2.99.18	Endonuclease III (EC 4.2.99.18) [Flavobacterium columnare ATCC 49512]
N3_3_0	fig|1034807.4.peg.1817	251	959	0.759303246239	6.31e-118	250.0	73.0		Hydrogen peroxide-inducible genes activator [Flavobacterium branchiophilum FL-15]
N3_3_0	fig|1034807.5.peg.1813	251	959	0.759303246239	6.31e-118	250.0	73.0		Hydrogen peroxide-inducible genes activator [Flavobacterium branchiophilum FL-15]
N3_0_3	fig|1034807.4.peg.1002	207	939	0.842908438061	2.54e-115	206.0	83.0	4.2.99.18	Endonuclease III (EC 4.2.99.18) [Flavobacterium branchiophilum FL-15]
N3_0_3	fig|1034807.5.peg.1000	207	939	0.842908438061	2.54e-115	206.0	83.0	4.2.99.18	Endonuclease III (EC 4.2.99.18) [Flavobacterium branchiophilum FL-15]
N3_3_0	fig|1004149.3.peg.1917	251	926	0.733174980206	1.26e-113	250.0	71.0		Hydrogen peroxide-inducible genes activator [Mesoflavibacter zeaxanthinifaciens S86]
N3_0_3	fig|1004149.3.peg.609	208	919	0.824955116697	1.02e-112	207.0	82.0	4.2.99.18	Endonuclease III (EC 4.2.99.18) [Mesoflavibacter zeaxanthinifaciens S86]
N3_0_3	fig|1046627.3.peg.292	208	916	0.822262118492	2.52e-112	207.0	78.0	4.2.99.18	Endonuclease III (EC 4.2.99.18) [Bizionia argentinensis JUB59]
N3_2_2	fig|1004149.3.peg.594	235	915	0.7414910859	3.4e-112	234.0	70.0		Carboxypeptidase-related protein [Mesoflavibacter zeaxanthinifaciens S86]
N3_2_2	fig|1046627.3.peg.277	235	879	0.712317666126	1.66e-107	233.0	69.0		Carboxypeptidase-related protein [Bizionia argentinensis JUB59]
N3_2_2	fig|1004786.3.peg.2649	235	847	0.686385737439	2.45e-103	234.0	67.0		Carboxypeptidase-related protein [Alteromonas macleodii AltDE1]
N3_2_2	fig|1004787.3.peg.2544	235	846	0.685575364668	3.3e-103	234.0	67.0		Carboxypeptidase-related protein [Alteromonas macleodii str. 'Balearic Sea AD45']
N3_2_2	fig|1004788.3.peg.2458	235	838	0.679092382496	3.64e-102	234.0	67.0		Carboxypeptidase-related protein [Alteromonas macleodii str. 'English Channel 673']
N3_1_2	fig|1046627.3.peg.283	212	738	0.638408304498	3.85e-89	211.0	62.0		Serine esterase [Bizionia argentinensis JUB59]
N3_0_5	fig|1034807.4.peg.1242	178	700	0.748663101604	3.43e-84	176.0	72.0		Nicotinamide mononucleotide adenylyltransferase [Flavobacterium branchiophilum FL-15]
N3_0_5	fig|1034807.5.peg.1238	178	700	0.748663101604	3.43e-84	176.0	72.0		Nicotinamide mononucleotide adenylyltransferase [Flavobacterium branchiophilum FL-15]
N3_0_5	fig|1046627.3.peg.286	180	695	0.743315508021	1.54e-83	178.0	73.0		nicotinamide mononucleotide adenylyltransferase [Bizionia argentinensis JUB59]
N3_0_5	fig|1004149.3.peg.607	176	676	0.722994652406	4.59e-81	175.0	72.0		[Mesoflavibacter zeaxanthinifaciens S86]
N3_0_5	fig|1041826.3.peg.1268	177	675	0.72192513369	6.19e-81	175.0	72.0		hypothetical protein [Flavobacterium columnare ATCC 49512]
N3_3_1	fig|1046627.3.peg.842	231	629	0.519834710744	6.07e-75	232.0	54.0	5.2.1.8	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8) [Bizionia argentinensis JUB59]
N3_1_2	fig|1004149.3.peg.604	213	610	0.5276816609	1.81e-72	214.0	52.0		[Mesoflavibacter zeaxanthinifaciens S86]
N3_0_4	fig|1046627.3.peg.291	150	598	0.762755102041	6.63e-71	149.0	74.0	1.11.1.15	Thiol peroxidase, Bcp-type (EC 1.11.1.15) [Bizionia argentinensis JUB59]
N3_1_4	fig|1046627.3.peg.281	177	593	0.672335600907	2.97e-70	176.0	65.0	3.5.2.3	Dihydroorotase (EC 3.5.2.3) [Bizionia argentinensis JUB59]
N3_1_2	fig|1008457.3.peg.1024	211	580	0.501730103806	1.46e-68	211.0	51.0	3.1.1.1	Serine esterase (EC 3.1.1.1) [Myroides injenensis M09-0166]
